case_id,oracle_depth,mutation_operator,size_class,reference_bpr,faulty_bpr,bpr_delta,fault_detected,oracle_state_coverage,oracle_transition_coverage,oracle_event_coverage,scenario_count,max_scenario_steps,scenario_policy,declared_max_depth,observed_max_executed_depth,mean_scenario_length,median_scenario_length,max_scenario_length
case_000155,medium,wrong_source,large,1.0,0.992177,0.007823,True,1.0,1.0,1.0,84,12,depth-forced,12,12,9.130952,9.0,12
case_000174,medium,wrong_source,medium,1.0,0.896226,0.103774,True,1.0,1.0,1.0,34,12,depth-forced,12,12,9.352941,9.0,12
case_000193,medium,wrong_source,small,1.0,0.815068,0.184932,True,1.0,1.0,1.0,15,12,depth-forced,12,12,9.733333,9,12
case_000212,medium,wrong_source,very_large,1.0,0.966913,0.033087,True,1.0,1.0,1.0,254,12,depth-forced,12,12,9.043307,9.0,12
case_000011,deep,action_corruption,large,1.0,1.0,0.0,False,1.0,1.0,1.0,92,25,depth-forced,25,25,17.695652,17.0,25
case_000030,deep,action_corruption,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,39,25,depth-forced,25,25,18.615385,17,25
case_000049,deep,action_corruption,small,1.0,1.0,0.0,False,1.0,1.0,1.0,18,25,depth-forced,25,25,20.5,18.0,25
case_000068,deep,action_corruption,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,259,25,depth-forced,25,25,17.243243,17,25
case_000075,deep,action_full_mutation,large,1.0,1.0,0.0,False,1.0,1.0,1.0,88,25,depth-forced,25,25,17.715909,17.0,25
case_000018,deep,action_full_mutation,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,40,25,depth-forced,25,25,18.575,17.0,25
case_000037,deep,action_full_mutation,small,1.0,1.0,0.0,False,1.0,1.0,1.0,18,25,depth-forced,25,25,20.5,18.0,25
case_000056,deep,action_full_mutation,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,258,25,depth-forced,25,25,17.244186,17.0,25
case_000007,deep,dead_state_intro,large,1.0,1.0,0.0,False,1.0,1.0,1.0,88,25,depth-forced,25,25,17.715909,17.0,25
case_000026,deep,dead_state_intro,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,38,25,depth-forced,25,25,18.684211,17.0,25
case_000045,deep,dead_state_intro,small,1.0,1.0,0.0,False,1.0,1.0,1.0,18,25,depth-forced,25,25,20.5,18.0,25
case_000064,deep,dead_state_intro,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,258,25,depth-forced,25,25,17.244186,17.0,25
case_000051,deep,delay_corruption,large,1.0,1.0,0.0,False,1.0,1.0,1.0,88,25,depth-forced,25,25,17.715909,17.0,25
case_000070,deep,delay_corruption,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,38,25,depth-forced,25,25,18.684211,17.0,25
case_000013,deep,delay_corruption,small,1.0,1.0,0.0,False,1.0,1.0,1.0,19,25,depth-forced,25,25,20.315789,18,25
case_000032,deep,delay_corruption,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,258,25,depth-forced,25,25,17.244186,17.0,25
case_000063,deep,duplicate_transition,large,1.0,1.0,0.0,False,1.0,1.0,1.0,89,25,depth-forced,25,25,17.719101,17,25
case_000006,deep,duplicate_transition,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,38,25,depth-forced,25,25,18.684211,17.0,25
case_000025,deep,duplicate_transition,small,1.0,1.0,0.0,False,1.0,1.0,1.0,18,25,depth-forced,25,25,20.5,18.0,25
case_000044,deep,duplicate_transition,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,258,25,depth-forced,25,25,17.244186,17.0,25
case_000027,deep,guard_flip,large,1.0,0.574086,0.425914,True,1.0,1.0,1.0,88,25,depth-forced,25,25,17.715909,17.0,25
case_000046,deep,guard_flip,medium,1.0,0.897183,0.102817,True,1.0,1.0,1.0,38,25,depth-forced,25,25,18.684211,17.0,25
case_000065,deep,guard_flip,small,1.0,0.295393,0.704607,True,1.0,1.0,1.0,18,25,depth-forced,25,25,20.5,18.0,25
case_000008,deep,guard_flip,very_large,1.0,0.955017,0.044983,True,1.0,1.0,1.0,263,25,depth-forced,25,25,17.243346,17,25
case_000055,deep,guard_inter_class,large,1.0,1.0,0.0,False,1.0,1.0,1.0,88,25,depth-forced,25,25,17.715909,17.0,25
case_000074,deep,guard_inter_class,medium,1.0,0.976056,0.023944,True,1.0,1.0,1.0,38,25,depth-forced,25,25,18.684211,17.0,25
case_000017,deep,guard_inter_class,small,1.0,1.0,0.0,False,1.0,1.0,1.0,19,25,depth-forced,25,25,20.315789,18,25
case_000036,deep,guard_inter_class,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,261,25,depth-forced,25,25,17.241379,17,25
case_000067,deep,guard_strengthen,large,1.0,0.837075,0.162925,True,1.0,1.0,1.0,88,25,depth-forced,25,25,17.715909,17.0,25
case_000010,deep,guard_strengthen,medium,1.0,0.761972,0.238028,True,1.0,1.0,1.0,38,25,depth-forced,25,25,18.684211,17.0,25
case_000029,deep,guard_strengthen,small,1.0,0.360434,0.639566,True,1.0,1.0,1.0,18,25,depth-forced,25,25,20.5,18.0,25
case_000048,deep,guard_strengthen,very_large,1.0,0.959541,0.040459,True,1.0,1.0,1.0,258,25,depth-forced,25,25,17.244186,17.0,25
case_000047,deep,guard_weaken,large,1.0,0.954658,0.045342,True,1.0,1.0,1.0,91,25,depth-forced,25,25,17.692308,17,25
case_000066,deep,guard_weaken,medium,1.0,0.628169,0.371831,True,1.0,1.0,1.0,38,25,depth-forced,25,25,18.684211,17.0,25
case_000009,deep,guard_weaken,small,1.0,0.601036,0.398964,True,1.0,1.0,1.0,19,25,depth-forced,25,25,20.315789,18,25
case_000028,deep,guard_weaken,very_large,1.0,0.977556,0.022444,True,1.0,1.0,1.0,261,25,depth-forced,25,25,17.241379,17,25
case_000039,deep,missing_transition,large,1.0,0.958307,0.041693,True,1.0,1.0,1.0,88,25,depth-forced,25,25,17.715909,17.0,25
case_000058,deep,missing_transition,medium,1.0,0.84022,0.15978,True,1.0,1.0,1.0,39,25,depth-forced,25,25,18.615385,17,25
case_000001,deep,missing_transition,small,1.0,0.281843,0.718157,True,1.0,1.0,1.0,18,25,depth-forced,25,25,20.5,18.0,25
case_000020,deep,missing_transition,very_large,1.0,0.892521,0.107479,True,1.0,1.0,1.0,259,25,depth-forced,25,25,17.243243,17,25
case_000071,deep,nondeterminism_intro,large,1.0,1.0,0.0,False,1.0,1.0,1.0,88,25,depth-forced,25,25,17.715909,17.0,25
case_000014,deep,nondeterminism_intro,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,38,25,depth-forced,25,25,18.684211,17.0,25
case_000033,deep,nondeterminism_intro,small,1.0,1.0,0.0,False,1.0,1.0,1.0,18,25,depth-forced,25,25,20.5,18.0,25
case_000052,deep,nondeterminism_intro,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,258,25,depth-forced,25,25,17.244186,17.0,25
case_000031,deep,timeout_corruption,large,1.0,1.0,0.0,False,1.0,1.0,1.0,89,25,depth-forced,25,25,17.719101,17,25
case_000050,deep,timeout_corruption,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,39,25,depth-forced,25,25,18.615385,17,25
case_000069,deep,timeout_corruption,small,1.0,1.0,0.0,False,1.0,1.0,1.0,19,25,depth-forced,25,25,20.315789,18,25
case_000012,deep,timeout_corruption,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,260,25,depth-forced,25,25,17.246154,17.0,25
case_000015,deep,unreachable_state_intro,large,1.0,1.0,0.0,False,1.0,1.0,1.0,88,25,depth-forced,25,25,17.715909,17.0,25
case_000034,deep,unreachable_state_intro,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,40,25,depth-forced,25,25,18.575,17.0,25
case_000053,deep,unreachable_state_intro,small,1.0,1.0,0.0,False,1.0,1.0,1.0,19,25,depth-forced,25,25,20.315789,18,25
case_000072,deep,unreachable_state_intro,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,260,25,depth-forced,25,25,17.246154,17.0,25
case_000023,deep,wrong_event,large,1.0,0.857958,0.142042,True,1.0,1.0,1.0,89,25,depth-forced,25,25,17.719101,17,25
case_000042,deep,wrong_event,medium,1.0,0.759155,0.240845,True,1.0,1.0,1.0,38,25,depth-forced,25,25,18.684211,17.0,25
case_000061,deep,wrong_event,small,1.0,0.216802,0.783198,True,1.0,1.0,1.0,18,25,depth-forced,25,25,20.5,18.0,25
case_000004,deep,wrong_event,very_large,1.0,0.968307,0.031693,True,1.0,1.0,1.0,258,25,depth-forced,25,25,17.244186,17.0,25
case_000043,deep,wrong_initial_state,large,1.0,0.0,1.0,True,1.0,1.0,1.0,88,25,depth-forced,25,25,17.715909,17.0,25
case_000062,deep,wrong_initial_state,medium,1.0,0.0,1.0,True,1.0,1.0,1.0,38,25,depth-forced,25,25,18.684211,17.0,25
case_000005,deep,wrong_initial_state,small,1.0,0.0,1.0,True,1.0,1.0,1.0,18,25,depth-forced,25,25,20.5,18.0,25
case_000024,deep,wrong_initial_state,very_large,1.0,0.0,1.0,True,1.0,1.0,1.0,263,25,depth-forced,25,25,17.243346,17,25
case_000003,deep,wrong_source,large,1.0,0.886466,0.113534,True,1.0,1.0,1.0,88,25,depth-forced,25,25,17.715909,17.0,25
case_000022,deep,wrong_source,medium,1.0,0.792958,0.207042,True,1.0,1.0,1.0,38,25,depth-forced,25,25,18.684211,17.0,25
case_000041,deep,wrong_source,small,1.0,0.249322,0.750678,True,1.0,1.0,1.0,18,25,depth-forced,25,25,20.5,18.0,25
case_000060,deep,wrong_source,very_large,1.0,0.961564,0.038436,True,1.0,1.0,1.0,258,25,depth-forced,25,25,17.244186,17.0,25
case_000059,deep,wrong_target,large,1.0,0.958148,0.041852,True,1.0,1.0,1.0,89,25,depth-forced,25,25,17.719101,17,25
case_000002,deep,wrong_target,medium,1.0,0.847107,0.152893,True,1.0,1.0,1.0,39,25,depth-forced,25,25,18.615385,17,25
case_000021,deep,wrong_target,small,1.0,0.433604,0.566396,True,1.0,1.0,1.0,18,25,depth-forced,25,25,20.5,18.0,25
case_000040,deep,wrong_target,very_large,1.0,0.946889,0.053111,True,1.0,1.0,1.0,261,25,depth-forced,25,25,17.241379,17,25
case_000087,deep,action_corruption,large,1.0,1.0,0.0,False,1.0,1.0,1.0,88,25,depth-forced,25,25,17.715909,17.0,25
case_000106,deep,action_corruption,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,40,25,depth-forced,25,25,18.575,17.0,25
case_000125,deep,action_corruption,small,1.0,1.0,0.0,False,1.0,1.0,1.0,18,25,depth-forced,25,25,20.5,18.0,25
case_000144,deep,action_corruption,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,258,25,depth-forced,25,25,17.244186,17.0,25
case_000151,deep,action_full_mutation,large,1.0,1.0,0.0,False,1.0,1.0,1.0,89,25,depth-forced,25,25,17.719101,17,25
case_000094,deep,action_full_mutation,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,38,25,depth-forced,25,25,18.684211,17.0,25
case_000113,deep,action_full_mutation,small,1.0,1.0,0.0,False,1.0,1.0,1.0,19,25,depth-forced,25,25,20.315789,18,25
case_000132,deep,action_full_mutation,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,258,25,depth-forced,25,25,17.244186,17.0,25
case_000083,deep,dead_state_intro,large,1.0,1.0,0.0,False,1.0,1.0,1.0,88,25,depth-forced,25,25,17.715909,17.0,25
case_000102,deep,dead_state_intro,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,40,25,depth-forced,25,25,18.575,17.0,25
case_000121,deep,dead_state_intro,small,1.0,1.0,0.0,False,1.0,1.0,1.0,18,25,depth-forced,25,25,20.5,18.0,25
case_000140,deep,dead_state_intro,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,263,25,depth-forced,25,25,17.243346,17,25
case_000127,deep,delay_corruption,large,1.0,1.0,0.0,False,1.0,1.0,1.0,88,25,depth-forced,25,25,17.715909,17.0,25
case_000146,deep,delay_corruption,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,38,25,depth-forced,25,25,18.684211,17.0,25
case_000089,deep,delay_corruption,small,1.0,1.0,0.0,False,1.0,1.0,1.0,18,25,depth-forced,25,25,20.5,18.0,25
case_000108,deep,delay_corruption,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,258,25,depth-forced,25,25,17.244186,17.0,25
case_000139,deep,duplicate_transition,large,1.0,1.0,0.0,False,1.0,1.0,1.0,88,25,depth-forced,25,25,17.715909,17.0,25
case_000082,deep,duplicate_transition,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,38,25,depth-forced,25,25,18.684211,17.0,25
case_000101,deep,duplicate_transition,small,1.0,1.0,0.0,False,1.0,1.0,1.0,18,25,depth-forced,25,25,20.5,18.0,25
case_000120,deep,duplicate_transition,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,261,25,depth-forced,25,25,17.241379,17,25
case_000103,deep,guard_flip,large,1.0,0.885183,0.114817,True,1.0,1.0,1.0,88,25,depth-forced,25,25,17.715909,17.0,25
case_000122,deep,guard_flip,medium,1.0,0.741047,0.258953,True,1.0,1.0,1.0,39,25,depth-forced,25,25,18.615385,17,25
case_000141,deep,guard_flip,small,1.0,0.276423,0.723577,True,1.0,1.0,1.0,18,25,depth-forced,25,25,20.5,18.0,25
case_000084,deep,guard_flip,very_large,1.0,0.952082,0.047918,True,1.0,1.0,1.0,259,25,depth-forced,25,25,17.243243,17,25
case_000131,deep,guard_inter_class,large,1.0,1.0,0.0,False,1.0,1.0,1.0,91,25,depth-forced,25,25,17.692308,17,25
case_000150,deep,guard_inter_class,medium,1.0,0.657746,0.342254,True,1.0,1.0,1.0,38,25,depth-forced,25,25,18.684211,17.0,25
case_000093,deep,guard_inter_class,small,1.0,1.0,0.0,False,1.0,1.0,1.0,18,25,depth-forced,25,25,20.5,18.0,25
case_000112,deep,guard_inter_class,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,261,25,depth-forced,25,25,17.241379,17,25
case_000143,deep,guard_strengthen,large,1.0,0.907419,0.092581,True,1.0,1.0,1.0,89,25,depth-forced,25,25,17.719101,17,25
case_000086,deep,guard_strengthen,medium,1.0,0.766197,0.233803,True,1.0,1.0,1.0,38,25,depth-forced,25,25,18.684211,17.0,25
case_000105,deep,guard_strengthen,small,1.0,0.352304,0.647696,True,1.0,1.0,1.0,18,25,depth-forced,25,25,20.5,18.0,25
case_000124,deep,guard_strengthen,very_large,1.0,0.983497,0.016503,True,1.0,1.0,1.0,260,25,depth-forced,25,25,17.246154,17.0,25
case_000123,deep,guard_weaken,large,1.0,0.962797,0.037203,True,1.0,1.0,1.0,88,25,depth-forced,25,25,17.715909,17.0,25
case_000142,deep,guard_weaken,medium,1.0,0.792958,0.207042,True,1.0,1.0,1.0,38,25,depth-forced,25,25,18.684211,17.0,25
case_000085,deep,guard_weaken,small,1.0,0.406736,0.593264,True,1.0,1.0,1.0,19,25,depth-forced,25,25,20.315789,18,25
case_000104,deep,guard_weaken,very_large,1.0,0.93639,0.06361,True,1.0,1.0,1.0,258,25,depth-forced,25,25,17.244186,17.0,25
case_000115,deep,missing_transition,large,1.0,0.884495,0.115505,True,1.0,1.0,1.0,90,25,depth-forced,25,25,17.7,17.0,25
case_000134,deep,missing_transition,medium,1.0,0.569014,0.430986,True,1.0,1.0,1.0,38,25,depth-forced,25,25,18.684211,17.0,25
case_000077,deep,missing_transition,small,1.0,0.419689,0.580311,True,1.0,1.0,1.0,19,25,depth-forced,25,25,20.315789,18,25
case_000096,deep,missing_transition,very_large,1.0,0.986514,0.013486,True,1.0,1.0,1.0,258,25,depth-forced,25,25,17.244186,17.0,25
case_000147,deep,nondeterminism_intro,large,1.0,1.0,0.0,False,1.0,1.0,1.0,89,25,depth-forced,25,25,17.719101,17,25
case_000090,deep,nondeterminism_intro,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,38,25,depth-forced,25,25,18.684211,17.0,25
case_000109,deep,nondeterminism_intro,small,1.0,1.0,0.0,False,1.0,1.0,1.0,20,25,depth-forced,25,25,20.2,18.0,25
case_000128,deep,nondeterminism_intro,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,259,25,depth-forced,25,25,17.243243,17,25
case_000107,deep,timeout_corruption,large,1.0,1.0,0.0,False,1.0,1.0,1.0,88,25,depth-forced,25,25,17.715909,17.0,25
case_000126,deep,timeout_corruption,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,38,25,depth-forced,25,25,18.684211,17.0,25
case_000145,deep,timeout_corruption,small,1.0,1.0,0.0,False,1.0,1.0,1.0,19,25,depth-forced,25,25,20.315789,18,25
case_000088,deep,timeout_corruption,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,258,25,depth-forced,25,25,17.244186,17.0,25
case_000091,deep,unreachable_state_intro,large,1.0,1.0,0.0,False,1.0,1.0,1.0,88,25,depth-forced,25,25,17.715909,17.0,25
case_000110,deep,unreachable_state_intro,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,38,25,depth-forced,25,25,18.684211,17.0,25
case_000129,deep,unreachable_state_intro,small,1.0,1.0,0.0,False,1.0,1.0,1.0,19,25,depth-forced,25,25,20.315789,18,25
case_000148,deep,unreachable_state_intro,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,258,25,depth-forced,25,25,17.244186,17.0,25
case_000099,deep,wrong_event,large,1.0,0.907633,0.092367,True,1.0,1.0,1.0,88,25,depth-forced,25,25,17.715909,17.0,25
case_000118,deep,wrong_event,medium,1.0,0.761972,0.238028,True,1.0,1.0,1.0,38,25,depth-forced,25,25,18.684211,17.0,25
case_000137,deep,wrong_event,small,1.0,0.425474,0.574526,True,1.0,1.0,1.0,18,25,depth-forced,25,25,20.5,18.0,25
case_000080,deep,wrong_event,very_large,1.0,0.982382,0.017618,True,1.0,1.0,1.0,260,25,depth-forced,25,25,17.246154,17.0,25
case_000119,deep,wrong_initial_state,large,1.0,0.0,1.0,True,1.0,1.0,1.0,88,25,depth-forced,25,25,17.715909,17.0,25
case_000138,deep,wrong_initial_state,medium,1.0,0.0,1.0,True,1.0,1.0,1.0,39,25,depth-forced,25,25,18.615385,17,25
case_000081,deep,wrong_initial_state,small,1.0,0.0,1.0,True,1.0,1.0,1.0,19,25,depth-forced,25,25,20.315789,18,25
case_000100,deep,wrong_initial_state,very_large,1.0,0.0,1.0,True,1.0,1.0,1.0,263,25,depth-forced,25,25,17.243346,17,25
case_000079,deep,wrong_source,large,1.0,0.809765,0.190235,True,1.0,1.0,1.0,89,25,depth-forced,25,25,17.719101,17,25
case_000098,deep,wrong_source,medium,1.0,0.830986,0.169014,True,1.0,1.0,1.0,38,25,depth-forced,25,25,18.684211,17.0,25
case_000117,deep,wrong_source,small,1.0,0.140921,0.859079,True,1.0,1.0,1.0,18,25,depth-forced,25,25,20.5,18.0,25
case_000136,deep,wrong_source,very_large,1.0,0.910667,0.089333,True,1.0,1.0,1.0,261,25,depth-forced,25,25,17.241379,17,25
case_000135,deep,wrong_target,large,1.0,0.987952,0.012048,True,1.0,1.0,1.0,89,25,depth-forced,25,25,17.719101,17,25
case_000078,deep,wrong_target,medium,1.0,0.853521,0.146479,True,1.0,1.0,1.0,38,25,depth-forced,25,25,18.684211,17.0,25
case_000097,deep,wrong_target,small,1.0,0.265583,0.734417,True,1.0,1.0,1.0,18,25,depth-forced,25,25,20.5,18.0,25
case_000116,deep,wrong_target,very_large,1.0,0.9794,0.0206,True,1.0,1.0,1.0,259,25,depth-forced,25,25,17.243243,17,25
case_000163,deep,action_corruption,large,1.0,1.0,0.0,False,1.0,1.0,1.0,88,25,depth-forced,25,25,17.715909,17.0,25
case_000182,deep,action_corruption,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,38,25,depth-forced,25,25,18.684211,17.0,25
case_000201,deep,action_corruption,small,1.0,1.0,0.0,False,1.0,1.0,1.0,19,25,depth-forced,25,25,20.315789,18,25
case_000220,deep,action_corruption,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,259,25,depth-forced,25,25,17.243243,17,25
case_000227,deep,action_full_mutation,large,1.0,1.0,0.0,False,1.0,1.0,1.0,88,25,depth-forced,25,25,17.715909,17.0,25
case_000170,deep,action_full_mutation,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,38,25,depth-forced,25,25,18.684211,17.0,25
case_000189,deep,action_full_mutation,small,1.0,1.0,0.0,False,1.0,1.0,1.0,19,25,depth-forced,25,25,20.315789,18,25
case_000208,deep,action_full_mutation,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,258,25,depth-forced,25,25,17.244186,17.0,25
case_000159,deep,dead_state_intro,large,1.0,1.0,0.0,False,1.0,1.0,1.0,88,25,depth-forced,25,25,17.715909,17.0,25
case_000178,deep,dead_state_intro,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,38,25,depth-forced,25,25,18.684211,17.0,25
case_000197,deep,dead_state_intro,small,1.0,1.0,0.0,False,1.0,1.0,1.0,18,25,depth-forced,25,25,20.5,18.0,25
case_000216,deep,dead_state_intro,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,261,25,depth-forced,25,25,17.241379,17,25
case_000203,deep,delay_corruption,large,1.0,1.0,0.0,False,1.0,1.0,1.0,90,25,depth-forced,25,25,17.7,17.0,25
case_000222,deep,delay_corruption,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,38,25,depth-forced,25,25,18.684211,17.0,25
case_000165,deep,delay_corruption,small,1.0,1.0,0.0,False,1.0,1.0,1.0,18,25,depth-forced,25,25,20.5,18.0,25
case_000184,deep,delay_corruption,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,260,25,depth-forced,25,25,17.246154,17.0,25
case_000215,deep,duplicate_transition,large,1.0,1.0,0.0,False,1.0,1.0,1.0,88,25,depth-forced,25,25,17.715909,17.0,25
case_000158,deep,duplicate_transition,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,38,25,depth-forced,25,25,18.684211,17.0,25
case_000177,deep,duplicate_transition,small,1.0,1.0,0.0,False,1.0,1.0,1.0,18,25,depth-forced,25,25,20.5,18.0,25
case_000196,deep,duplicate_transition,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,260,25,depth-forced,25,25,17.246154,17.0,25
case_000179,deep,guard_flip,large,1.0,0.899294,0.100706,True,1.0,1.0,1.0,88,25,depth-forced,25,25,17.715909,17.0,25
case_000198,deep,guard_flip,medium,1.0,0.887324,0.112676,True,1.0,1.0,1.0,38,25,depth-forced,25,25,18.684211,17.0,25
case_000217,deep,guard_flip,small,1.0,0.636856,0.363144,True,1.0,1.0,1.0,18,25,depth-forced,25,25,20.5,18.0,25
case_000160,deep,guard_flip,very_large,1.0,0.915137,0.084863,True,1.0,1.0,1.0,259,25,depth-forced,25,25,17.243243,17,25
case_000207,deep,guard_inter_class,large,1.0,0.839641,0.160359,True,1.0,1.0,1.0,88,25,depth-forced,25,25,17.715909,17.0,25
case_000226,deep,guard_inter_class,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,39,25,depth-forced,25,25,18.615385,17,25
case_000169,deep,guard_inter_class,small,1.0,0.349593,0.650407,True,1.0,1.0,1.0,18,25,depth-forced,25,25,20.5,18.0,25
case_000188,deep,guard_inter_class,very_large,1.0,0.970219,0.029781,True,1.0,1.0,1.0,259,25,depth-forced,25,25,17.243243,17,25
case_000219,deep,guard_strengthen,large,1.0,0.825529,0.174471,True,1.0,1.0,1.0,88,25,depth-forced,25,25,17.715909,17.0,25
case_000162,deep,guard_strengthen,medium,1.0,0.752355,0.247645,True,1.0,1.0,1.0,40,25,depth-forced,25,25,18.575,17.0,25
case_000181,deep,guard_strengthen,small,1.0,0.596206,0.403794,True,1.0,1.0,1.0,18,25,depth-forced,25,25,20.5,18.0,25
case_000200,deep,guard_strengthen,very_large,1.0,0.956,0.044,True,1.0,1.0,1.0,261,25,depth-forced,25,25,17.241379,17,25
case_000199,deep,guard_weaken,large,1.0,0.863374,0.136626,True,1.0,1.0,1.0,88,25,depth-forced,25,25,17.715909,17.0,25
case_000218,deep,guard_weaken,medium,1.0,0.752066,0.247934,True,1.0,1.0,1.0,39,25,depth-forced,25,25,18.615385,17,25
case_000161,deep,guard_weaken,small,1.0,0.205962,0.794038,True,1.0,1.0,1.0,18,25,depth-forced,25,25,20.5,18.0,25
case_000180,deep,guard_weaken,very_large,1.0,0.962688,0.037312,True,1.0,1.0,1.0,258,25,depth-forced,25,25,17.244186,17.0,25
case_000191,deep,missing_transition,large,1.0,0.921745,0.078255,True,1.0,1.0,1.0,88,25,depth-forced,25,25,17.715909,17.0,25
case_000210,deep,missing_transition,medium,1.0,0.958678,0.041322,True,1.0,1.0,1.0,39,25,depth-forced,25,25,18.615385,17,25
case_000153,deep,missing_transition,small,1.0,0.243902,0.756098,True,1.0,1.0,1.0,18,25,depth-forced,25,25,20.5,18.0,25
case_000172,deep,missing_transition,very_large,1.0,0.982159,0.017841,True,1.0,1.0,1.0,260,25,depth-forced,25,25,17.246154,17.0,25
case_000223,deep,nondeterminism_intro,large,1.0,1.0,0.0,False,1.0,1.0,1.0,89,25,depth-forced,25,25,17.719101,17,25
case_000166,deep,nondeterminism_intro,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,38,25,depth-forced,25,25,18.684211,17.0,25
case_000185,deep,nondeterminism_intro,small,1.0,1.0,0.0,False,1.0,1.0,1.0,18,25,depth-forced,25,25,20.5,18.0,25
case_000204,deep,nondeterminism_intro,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,261,25,depth-forced,25,25,17.241379,17,25
case_000183,deep,timeout_corruption,large,1.0,1.0,0.0,False,1.0,1.0,1.0,88,25,depth-forced,25,25,17.715909,17.0,25
case_000202,deep,timeout_corruption,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,39,25,depth-forced,25,25,18.615385,17,25
case_000221,deep,timeout_corruption,small,1.0,1.0,0.0,False,1.0,1.0,1.0,19,25,depth-forced,25,25,20.315789,18,25
case_000164,deep,timeout_corruption,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,258,25,depth-forced,25,25,17.244186,17.0,25
case_000167,deep,unreachable_state_intro,large,1.0,1.0,0.0,False,1.0,1.0,1.0,88,25,depth-forced,25,25,17.715909,17.0,25
case_000186,deep,unreachable_state_intro,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,38,25,depth-forced,25,25,18.684211,17.0,25
case_000205,deep,unreachable_state_intro,small,1.0,1.0,0.0,False,1.0,1.0,1.0,18,25,depth-forced,25,25,20.5,18.0,25
case_000224,deep,unreachable_state_intro,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,258,25,depth-forced,25,25,17.244186,17.0,25
case_000175,deep,wrong_event,large,1.0,0.846055,0.153945,True,1.0,1.0,1.0,88,25,depth-forced,25,25,17.715909,17.0,25
case_000194,deep,wrong_event,medium,1.0,0.62259,0.37741,True,1.0,1.0,1.0,39,25,depth-forced,25,25,18.615385,17,25
case_000213,deep,wrong_event,small,1.0,0.837398,0.162602,True,1.0,1.0,1.0,18,25,depth-forced,25,25,20.5,18.0,25
case_000156,deep,wrong_event,very_large,1.0,0.954597,0.045403,True,1.0,1.0,1.0,258,25,depth-forced,25,25,17.244186,17.0,25
case_000195,deep,wrong_initial_state,large,1.0,0.0,1.0,True,1.0,1.0,1.0,88,25,depth-forced,25,25,17.715909,17.0,25
case_000214,deep,wrong_initial_state,medium,1.0,0.0,1.0,True,1.0,1.0,1.0,38,25,depth-forced,25,25,18.684211,17.0,25
case_000157,deep,wrong_initial_state,small,1.0,0.0,1.0,True,1.0,1.0,1.0,19,25,depth-forced,25,25,20.315789,18,25
